"","ARO1","term1","ARO2","term2","n_unigenes","gene_class1","gene_class2"
"2148","ARO:3006699","PDC-208","ARO:3006586","PDC-33",1,"class C beta-lactamase","class C beta-lactamase"
"2149","ARO:3005133","PDC-208","ARO:3006586","PDC-62",1,"class C beta-lactamase","class C beta-lactamase"
"2150","ARO:3006619","PDC-241","ARO:3008955","PDC-608",1,"class C beta-lactamase","class C beta-lactamase"
"2151","ARO:3006766","PDC-260","ARO:3006637","PDC-397",1,"class C beta-lactamase","class C beta-lactamase"
"2152","ARO:3006699","PDC-31","ARO:3006680","PDC-33",1,"class C beta-lactamase","class C beta-lactamase"
"2153","ARO:3006709","PDC-31","ARO:3006680","PDC-34",1,"class C beta-lactamase","class C beta-lactamase"
"2154","ARO:3005133","PDC-31","ARO:3006680","PDC-62",1,"class C beta-lactamase","class C beta-lactamase"
"2155","ARO:3009041","PDC-356","ARO:3006725","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"2156","ARO:3009041","PDC-357","ARO:3006726","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"2157","ARO:3006727","PDC-358","ARO:3006730","PDC-360",1,"class C beta-lactamase","class C beta-lactamase"
"2158","ARO:3004339","PDC-380","ARO:3005293","PDC-76",1,"class C beta-lactamase","class C beta-lactamase"
"2159","ARO:3009041","PDC-391","ARO:3006761","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"2160","ARO:3005133","PDC-41","ARO:3005157","PDC-62",1,"class C beta-lactamase","class C beta-lactamase"
"2161","ARO:3009041","PDC-41","ARO:3005157","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"2162","ARO:3009041","PDC-429","ARO:3005312","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"2163","ARO:3009041","PDC-447","ARO:3006815","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"2164","ARO:3009041","PDC-530","ARO:3008877","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"2165","ARO:3005133","PDC-605","ARO:3008952","PDC-62",1,"class C beta-lactamase","class C beta-lactamase"
"2166","ARO:3008980","PDC-629","ARO:3008976","PDC-633",1,"class C beta-lactamase","class C beta-lactamase"
"2167","ARO:3007085","PDC-629","ARO:3008976","PRC-1",1,"class C beta-lactamase","class C beta-lactamase"
"2168","ARO:3002506","PDC-7","ARO:3007085","PRC-1",1,"class C beta-lactamase","class C beta-lactamase"
"2169","ARO:3003670","PEDO-1","ARO:3006972","PLN-1",1,"class B beta-lactamase","class B beta-lactamase"
"2170","ARO:3008991","PEN-A1","ARO:3008997","PEN-A13",1,"class A beta-lactamase","class A beta-lactamase"
"2171","ARO:3009007","PEN-A1","ARO:3008997","PEN-A29",1,"class A beta-lactamase","class A beta-lactamase"
"2172","ARO:3009016","PEN-A1","ARO:3008997","PEN-A38",1,"class A beta-lactamase","class A beta-lactamase"
"2173","ARO:3008997","PEN-A1","ARO:3009023","PEN-B1",1,"class A beta-lactamase","class A beta-lactamase"
"2174","ARO:3008988","PEN-A10","ARO:3008989","PEN-A11",1,"class A beta-lactamase","class A beta-lactamase"
"2175","ARO:3008995","PEN-A10","ARO:3008988","PEN-A18",1,"class A beta-lactamase","class A beta-lactamase"
"2176","ARO:3009008","PEN-A10","ARO:3008988","PEN-A2",1,"class A beta-lactamase","class A beta-lactamase"
"2177","ARO:3008995","PEN-A11","ARO:3008989","PEN-A18",1,"class A beta-lactamase","class A beta-lactamase"
"2178","ARO:3009008","PEN-A11","ARO:3008989","PEN-A2",1,"class A beta-lactamase","class A beta-lactamase"
"2179","ARO:3009015","PEN-A11","ARO:3008989","PEN-A37",1,"class A beta-lactamase","class A beta-lactamase"
"2180","ARO:3009016","PEN-A11","ARO:3008989","PEN-A38",1,"class A beta-lactamase","class A beta-lactamase"
"2181","ARO:3003565","PEN-A11","ARO:3008989","R39",1,"class A beta-lactamase","class A beta-lactamase"
"2182","ARO:3009001","PEN-A15","ARO:3008992","PEN-A23",1,"class A beta-lactamase","class A beta-lactamase"
"2183","ARO:3009007","PEN-A15","ARO:3008992","PEN-A29",1,"class A beta-lactamase","class A beta-lactamase"
"2184","ARO:3009015","PEN-A15","ARO:3008992","PEN-A37",1,"class A beta-lactamase","class A beta-lactamase"
"2185","ARO:3008992","PEN-A15","ARO:3009022","PEN-A9",1,"class A beta-lactamase","class A beta-lactamase"
"2186","ARO:3009023","PEN-A15","ARO:3008992","PEN-B1",1,"class A beta-lactamase","class A beta-lactamase"
"2187","ARO:3008993","PEN-A16","ARO:3009002","PEN-A24",1,"class A beta-lactamase","class A beta-lactamase"
"2188","ARO:3008993","PEN-A16","ARO:3009012","PEN-A33",1,"class A beta-lactamase","class A beta-lactamase"
"2189","ARO:3009026","PEN-A16","ARO:3008993","PEN-B4",1,"class A beta-lactamase","class A beta-lactamase"
"2190","ARO:3003558","PEN-A16","ARO:3008993","y56 beta-lactamase",1,"class A beta-lactamase","class A beta-lactamase"
"2191","ARO:3008995","PEN-A18","ARO:3009008","PEN-A2",1,"class A beta-lactamase","class A beta-lactamase"
"2192","ARO:3008995","PEN-A18","ARO:3009015","PEN-A37",1,"class A beta-lactamase","class A beta-lactamase"
"2193","ARO:3008996","PEN-A19","ARO:3009000","PEN-A22",1,"class A beta-lactamase","class A beta-lactamase"
"2194","ARO:3003565","PEN-A22","ARO:3009000","R39",1,"class A beta-lactamase","class A beta-lactamase"
"2195","ARO:3009001","PEN-A23","ARO:3009012","PEN-A33",1,"class A beta-lactamase","class A beta-lactamase"
"2196","ARO:3009007","PEN-A25","ARO:3009003","PEN-A29",1,"class A beta-lactamase","class A beta-lactamase"
"2197","ARO:3003558","PEN-A26","ARO:3009004","y56 beta-lactamase",1,"class A beta-lactamase","class A beta-lactamase"
"2198","ARO:3009023","PEN-A27","ARO:3009005","PEN-B1",1,"class A beta-lactamase","class A beta-lactamase"
"2199","ARO:3003558","PEN-A27","ARO:3009005","y56 beta-lactamase",1,"class A beta-lactamase","class A beta-lactamase"
"2200","ARO:3009007","PEN-A29","ARO:3009017","PEN-A3",1,"class A beta-lactamase","class A beta-lactamase"
"2201","ARO:3009007","PEN-A29","ARO:3009013","PEN-A34",1,"class A beta-lactamase","class A beta-lactamase"
"2202","ARO:3009007","PEN-A29","ARO:3009014","PEN-A35",1,"class A beta-lactamase","class A beta-lactamase"
"2203","ARO:3009007","PEN-A29","ARO:3009015","PEN-A37",1,"class A beta-lactamase","class A beta-lactamase"
"2204","ARO:3009007","PEN-A29","ARO:3009018","PEN-A5",1,"class A beta-lactamase","class A beta-lactamase"
"2205","ARO:3009026","PEN-A29","ARO:3009007","PEN-B4",1,"class A beta-lactamase","class A beta-lactamase"
"2206","ARO:3009007","PEN-A29","ARO:3006973","PME-1",1,"class A beta-lactamase","class A beta-lactamase"
"2207","ARO:3003565","PEN-A29","ARO:3009007","R39",1,"class A beta-lactamase","class A beta-lactamase"
"2208","ARO:3009017","PEN-A3","ARO:3009012","PEN-A33",1,"class A beta-lactamase","class A beta-lactamase"
"2209","ARO:3009017","PEN-A3","ARO:3009018","PEN-A5",1,"class A beta-lactamase","class A beta-lactamase"
"2210","ARO:3009017","PEN-A3","ARO:3009022","PEN-A9",1,"class A beta-lactamase","class A beta-lactamase"
"2211","ARO:3009009","PEN-A30","ARO:3009012","PEN-A33",1,"class A beta-lactamase","class A beta-lactamase"
"2212","ARO:3009024","PEN-A30","ARO:3009009","PEN-B2",1,"class A beta-lactamase","class A beta-lactamase"
"2213","ARO:3009015","PEN-A33","ARO:3009012","PEN-A37",1,"class A beta-lactamase","class A beta-lactamase"
"2214","ARO:3009016","PEN-A33","ARO:3009012","PEN-A38",1,"class A beta-lactamase","class A beta-lactamase"
"2215","ARO:3009021","PEN-A33","ARO:3009012","PEN-A8",1,"class A beta-lactamase","class A beta-lactamase"
"2216","ARO:3009022","PEN-A33","ARO:3009012","PEN-A9",1,"class A beta-lactamase","class A beta-lactamase"
"2217","ARO:3009023","PEN-A33","ARO:3009012","PEN-B1",1,"class A beta-lactamase","class A beta-lactamase"
"2218","ARO:3003558","PEN-A33","ARO:3009012","y56 beta-lactamase",1,"class A beta-lactamase","class A beta-lactamase"
"2219","ARO:3009015","PEN-A35","ARO:3009014","PEN-A37",1,"class A beta-lactamase","class A beta-lactamase"
"2220","ARO:3009016","PEN-A35","ARO:3009014","PEN-A38",1,"class A beta-lactamase","class A beta-lactamase"
"2221","ARO:3009016","PEN-A37","ARO:3009015","PEN-A38",1,"class A beta-lactamase","class A beta-lactamase"
"2222","ARO:3009024","PEN-A37","ARO:3009015","PEN-B2",1,"class A beta-lactamase","class A beta-lactamase"
"2223","ARO:3009036","PEN-A37","ARO:3009015","RAHN-3",1,"class A beta-lactamase","class A beta-lactamase"
"2224","ARO:3009016","PEN-A38","ARO:3009023","PEN-B1",1,"class A beta-lactamase","class A beta-lactamase"
"2225","ARO:3003558","PEN-A38","ARO:3009016","y56 beta-lactamase",1,"class A beta-lactamase","class A beta-lactamase"
"2226","ARO:3003565","PEN-A6","ARO:3009019","R39",1,"class A beta-lactamase","class A beta-lactamase"
"2227","ARO:3007442","PEN-A8","ARO:3009021","SSA",1,"class A beta-lactamase","class A beta-lactamase"
"2228","ARO:3009023","PEN-A9","ARO:3009022","PEN-B1",1,"class A beta-lactamase","class A beta-lactamase"
"2229","ARO:3009024","PEN-B2","ARO:3007442","SSA",1,"class A beta-lactamase","class A beta-lactamase"
"2230","ARO:3007802","PER-12","ARO:3006133","RATA-2",1,"class A beta-lactamase","class A beta-lactamase"
"2231","ARO:3006137","PER-16","ARO:3002365","PER-3",1,"class A beta-lactamase","class A beta-lactamase"
"2232","ARO:3007442","PER-18","ARO:3009028","SSA",1,"class A beta-lactamase","class A beta-lactamase"
"2233","ARO:3007442","PER-6","ARO:3002368","SSA",1,"class A beta-lactamase","class A beta-lactamase"
"2234","ARO:3000849","PFM-2","ARO:3006966","SFH-1",1,"class B beta-lactamase","class B beta-lactamase"
"2235","ARO:3006969","PLA-1","ARO:3006968","PLA-2a",1,"class A beta-lactamase","class A beta-lactamase"
"2236","ARO:3009030","PLA-1","ARO:3006968","PLA-4",1,"class A beta-lactamase","class A beta-lactamase"
"2237","ARO:3009031","PLA-1","ARO:3006968","PLA-5",1,"class A beta-lactamase","class A beta-lactamase"
"2238","ARO:3001032","PLA-1","ARO:3006968","TEM-166",1,"class A beta-lactamase","class A beta-lactamase"
"2239","ARO:3006969","PLA-2a","ARO:3009031","PLA-5",1,"class A beta-lactamase","class A beta-lactamase"
"2240","ARO:3001032","PLA-4","ARO:3009030","TEM-166",1,"class A beta-lactamase","class A beta-lactamase"
"2241","ARO:3006999","PNC-1","ARO:3009032","SST-1",1,"class C beta-lactamase","class C beta-lactamase"
"2242","ARO:3009033","PNC-2","ARO:3006999","SST-1",1,"class C beta-lactamase","class C beta-lactamase"
"2243","ARO:3006974","POM-1","ARO:3006975","POM-2",1,"class B beta-lactamase","class B beta-lactamase"
"2244","ARO:3009096","PSZ-1","ARO:3007648","YOC-1",1,"class C beta-lactamase","class C beta-lactamase"
"2245","ARO:3002709","QnrA3","ARO:3002713","QnrA7",1,"qnr","qnr"
"2246","ARO:3002726","QnrB10","ARO:3002724","QnrB12",1,"qnr","qnr"
"2247","ARO:3002724","QnrB10","ARO:3002734","QnrB19",1,"qnr","qnr"
"2248","ARO:3002724","QnrB10","ARO:3002769","QnrB56",1,"qnr","qnr"
"2249","ARO:3002726","QnrB12","ARO:3002754","QnrB39",1,"qnr","qnr"
"2250","ARO:3002726","QnrB12","ARO:3002719","QnrB5",1,"qnr","qnr"
"2251","ARO:3002726","QnrB12","ARO:3002769","QnrB56",1,"qnr","qnr"
"2252","ARO:3002719","QnrB19","ARO:3002734","QnrB5",1,"qnr","qnr"
"2253","ARO:3002753","QnrB21","ARO:3002736","QnrB38",1,"qnr","qnr"
"2254","ARO:3002718","QnrB22","ARO:3002737","QnrB4",1,"qnr","qnr"
"2255","ARO:3002777","QnrB22","ARO:3002737","QnrB65",1,"qnr","qnr"
"2256","ARO:3002738","QnrB23","ARO:3004636","qnrE1",1,"qnr","qnr"
"2257","ARO:3002738","QnrB23","ARO:3004637","qnrE2",1,"qnr","qnr"
"2258","ARO:3002746","QnrB31","ARO:3002747","QnrB32",1,"qnr","qnr"
"2259","ARO:3002746","QnrB31","ARO:3002752","QnrB37",1,"qnr","qnr"
"2260","ARO:3002759","QnrB35","ARO:3002750","QnrB44",1,"qnr","qnr"
"2261","ARO:3002770","QnrB37","ARO:3002752","QnrB57",1,"qnr","qnr"
"2262","ARO:3002781","QnrB37","ARO:3002752","QnrB69",1,"qnr","qnr"
"2263","ARO:3002753","QnrB38","ARO:3002773","QnrB60",1,"qnr","qnr"
"2264","ARO:3002718","QnrB4","ARO:3002777","QnrB65",1,"qnr","qnr"
"2265","ARO:3002720","QnrB41","ARO:3002756","QnrB6",1,"qnr","qnr"
"2266","ARO:3002719","QnrB5","ARO:3002769","QnrB56",1,"qnr","qnr"
"2267","ARO:3002789","QnrD1","ARO:3002788","QnrD2",1,"qnr","qnr"
"2268","ARO:3007802","RAA-1","ARO:3009035","RATA-2",1,"class A beta-lactamase","class A beta-lactamase"
"2269","ARO:3003202","RATA-1","ARO:3007801","TLA-1",1,"class A beta-lactamase","class A beta-lactamase"
"2270","ARO:3009044","RATA-2","ARO:3007802","SED-2",1,"class A beta-lactamase","class A beta-lactamase"
"2271","ARO:3007802","RATA-2","ARO:3006987","SGM-1",1,"class A beta-lactamase","class A beta-lactamase"
"2272","ARO:3007802","RATA-2","ARO:3001181","SHV-137",1,"class A beta-lactamase","class A beta-lactamase"
"2273","ARO:3007802","RATA-2","ARO:3005251","SHV-213",1,"class A beta-lactamase","class A beta-lactamase"
"2274","ARO:3003202","RATA-2","ARO:3007802","TLA-1",1,"class A beta-lactamase","class A beta-lactamase"
"2275","ARO:3007802","RATA-2","ARO:3009079","VEB-18",1,"class A beta-lactamase","class A beta-lactamase"
"2276","ARO:3009041","RSC1-1","ARO:3002494","SRT-2",1,"class C beta-lactamase","class C beta-lactamase"
"2277","ARO:3009041","RSC1-1","ARO:3006999","SST-1",1,"class C beta-lactamase","class C beta-lactamase"
"2278","ARO:3006983","RSD2-1","ARO:3006982","RSD2-2",1,"class D beta-lactamase","class D beta-lactamase"
"2279","ARO:3001384","RUB-1","ARO:3006984","TEM-207",1,"class A beta-lactamase","class A beta-lactamase"
"2280","ARO:3002701","Rhodococcus fascians cmr","ARO:3002690","Streptomyces lividans cmlR",1,"MFS efflux pump","MFS efflux pump"
"2281","ARO:3003894","Rm3","ARO:3000851","THIN-B",1,"class B beta-lactamase","class B beta-lactamase"
"2282","ARO:3006988","SGM-1","ARO:3006987","SGM-2",1,"class A beta-lactamase","class A beta-lactamase"
"2283","ARO:3006987","SGM-1","ARO:3006991","SGM-5",1,"class A beta-lactamase","class A beta-lactamase"
"2284","ARO:3006988","SGM-2","ARO:3006990","SGM-4",1,"class A beta-lactamase","class A beta-lactamase"
"2285","ARO:3006993","SGM-2","ARO:3006988","SGM-7",1,"class A beta-lactamase","class A beta-lactamase"
"2286","ARO:3006992","SGM-5","ARO:3006991","SGM-6",1,"class A beta-lactamase","class A beta-lactamase"
"2287","ARO:3006993","SGM-5","ARO:3006991","SGM-7",1,"class A beta-lactamase","class A beta-lactamase"
"2288","ARO:3006993","SGM-6","ARO:3006992","SGM-7",1,"class A beta-lactamase","class A beta-lactamase"
"2289","ARO:3001059","SHV-1","ARO:3001070","SHV-11",1,"class A beta-lactamase","class A beta-lactamase"
"2290","ARO:3001059","SHV-1","ARO:3001200","SHV-161",1,"class A beta-lactamase","class A beta-lactamase"
"2291","ARO:3001059","SHV-1","ARO:3003154","SHV-187",1,"class A beta-lactamase","class A beta-lactamase"
"2292","ARO:3001059","SHV-1","ARO:3001077","SHV-19",1,"class A beta-lactamase","class A beta-lactamase"
"2293","ARO:3001059","SHV-1","ARO:3005230","SHV-211",1,"class A beta-lactamase","class A beta-lactamase"
"2294","ARO:3001059","SHV-1","ARO:3005231","SHV-219",1,"class A beta-lactamase","class A beta-lactamase"
"2295","ARO:3001059","SHV-1","ARO:3001088","SHV-30",1,"class A beta-lactamase","class A beta-lactamase"
"2296","ARO:3001100","SHV-1","ARO:3001059","SHV-42",1,"class A beta-lactamase","class A beta-lactamase"
"2297","ARO:3001059","SHV-1","ARO:3001115","SHV-60",1,"class A beta-lactamase","class A beta-lactamase"
"2298","ARO:3001070","SHV-11","ARO:3001088","SHV-30",1,"class A beta-lactamase","class A beta-lactamase"
"2299","ARO:3001070","SHV-11","ARO:3001115","SHV-60",1,"class A beta-lactamase","class A beta-lactamase"
"2300","ARO:3001071","SHV-12","ARO:3009063","SHV-244",1,"class A beta-lactamase","class A beta-lactamase"
"2301","ARO:3001071","SHV-12","ARO:3001106","SHV-49",1,"class A beta-lactamase","class A beta-lactamase"
"2302","ARO:3001112","SHV-12","ARO:3001071","SHV-56",1,"class A beta-lactamase","class A beta-lactamase"
"2303","ARO:3001077","SHV-161","ARO:3001200","SHV-19",1,"class A beta-lactamase","class A beta-lactamase"
"2304","ARO:3005231","SHV-161","ARO:3001200","SHV-219",1,"class A beta-lactamase","class A beta-lactamase"
"2305","ARO:3001100","SHV-161","ARO:3001200","SHV-42",1,"class A beta-lactamase","class A beta-lactamase"
"2306","ARO:3001077","SHV-19","ARO:3005231","SHV-219",1,"class A beta-lactamase","class A beta-lactamase"
"2307","ARO:3001100","SHV-19","ARO:3001077","SHV-42",1,"class A beta-lactamase","class A beta-lactamase"
"2308","ARO:3001100","SHV-219","ARO:3005231","SHV-42",1,"class A beta-lactamase","class A beta-lactamase"
"2309","ARO:3009063","SHV-244","ARO:3001106","SHV-49",1,"class A beta-lactamase","class A beta-lactamase"
"2310","ARO:3001091","SHV-30","ARO:3001088","SHV-33",1,"class A beta-lactamase","class A beta-lactamase"
"2311","ARO:3001115","SHV-30","ARO:3001088","SHV-60",1,"class A beta-lactamase","class A beta-lactamase"
"2312","ARO:3001112","SHV-31","ARO:3001089","SHV-56",1,"class A beta-lactamase","class A beta-lactamase"
"2313","ARO:3000851","SIE-1","ARO:3007846","THIN-B",1,"class B beta-lactamase","class B beta-lactamase"
"2314","ARO:3000851","SPG-1","ARO:3003720","THIN-B",1,"class B beta-lactamase","class B beta-lactamase"
"2315","ARO:3005497","SPN79-1","ARO:3006995","VIM-49",1,"class B beta-lactamase","class B beta-lactamase"
"2316","ARO:3003202","SPU-1","ARO:3006998","TLA-1",1,"class A beta-lactamase","class A beta-lactamase"
"2317","ARO:3006853","SRT-1","ARO:3002493","SRT-3",1,"class C beta-lactamase","class C beta-lactamase"
"2318","ARO:3009065","SRT-1","ARO:3002493","SRT-4",1,"class C beta-lactamase","class C beta-lactamase"
"2319","ARO:3006853","SRT-2","ARO:3002494","SRT-3",1,"class C beta-lactamase","class C beta-lactamase"
"2320","ARO:3006853","SRT-3","ARO:3006999","SST-1",1,"class C beta-lactamase","class C beta-lactamase"
"2321","ARO:3003202","SSA","ARO:3007442","TLA-1",1,"class A beta-lactamase","class A beta-lactamase"
"2322","ARO:3003203","SSA","ARO:3007442","TLA-2",1,"class A beta-lactamase","class A beta-lactamase"
"2323","ARO:3000873","TEM-1","ARO:3000967","TEM-104",1,"class A beta-lactamase","class A beta-lactamase"
"2324","ARO:3000873","TEM-1","ARO:3000968","TEM-105",1,"class A beta-lactamase","class A beta-lactamase"
"2325","ARO:3000873","TEM-1","ARO:3001041","TEM-176",1,"class A beta-lactamase","class A beta-lactamase"
"2326","ARO:3000873","TEM-1","ARO:3001393","TEM-216",1,"class A beta-lactamase","class A beta-lactamase"
"2327","ARO:3000873","TEM-1","ARO:3005273","TEM-243",1,"class A beta-lactamase","class A beta-lactamase"
"2328","ARO:3000873","TEM-1","ARO:3009067","TEM-248",1,"class A beta-lactamase","class A beta-lactamase"
"2329","ARO:3000873","TEM-1","ARO:3009068","TEM-249",1,"class A beta-lactamase","class A beta-lactamase"
"2330","ARO:3000873","TEM-1","ARO:3000962","TEM-95",1,"class A beta-lactamase","class A beta-lactamase"
"2331","ARO:3001044","TEM-102","ARO:3000965","TEM-181",1,"class A beta-lactamase","class A beta-lactamase"
"2332","ARO:3001041","TEM-104","ARO:3000967","TEM-176",1,"class A beta-lactamase","class A beta-lactamase"
